orden,Intersecciones,Lat,Lon,hin,prioridad,tamaño,color
283,Eugenio Garza Laguera con Lomas Del Sol,25.64327195,-100.332281,58.17154688,10,1,#c6cc14
284,Montes Rocallosos con Sierra Nevada,25.6529675,-100.3405198,58.15173026,10,1,#c6cc14
285,Guillermo Prieto con 16 De Sep.,25.6564718,-100.3939192,58.11535049,10,1,#c6cc14
286,Gomez Morin con Priv. Magdalena,25.64696724,-100.359883,57.98136646,10,1,#c6cc14
287,Morones Prieto con Davila Reyes,25.6714942,-100.3924621,57.95918367,10,1,#c6cc14
288,Genaro Garza Garcia con 2 De Abril,25.6564219,-100.399095,57.62170955,10,1,#c6cc14
289,Bosques Del Valle con Bosques De Austria,25.649745,-100.376174,57.14788524,10,1,#c6cc14
290,Guillermo Prieto con 2 De Abril,25.6548664,-100.3946541,57.09080154,10,1,#c6cc14
291,Hidalgo con 5 De Mayo,25.660171,-100.40744,56.963916,10,1,#c6cc14
292,Eugenio Garza Laguera con Pedro Ramirez Vazquez,25.63971261,-100.3198018,56.91304348,10,1,#c6cc14
293,Porfirio Diaz con Treviño,25.6618306,-100.3986933,56.76604555,10,1,#c6cc14
294,Santa Barbara con 5 De Mayo,25.65598656,-100.3951867,56.6923987,10,1,#c6cc14
295,Rio Bravo con Rio Guadalquivir,25.664567,-100.377448,56.54392192,10,1,#c6cc14
296,Roberto Garza Sada con Francisco Beltran,25.6353495,-100.36582,56.37237504,10,1,#c6cc14
297,Rio Suchiate con Via Angelica,25.6665721,-100.3743582,55.81987578,10,1,#c6cc14
298,Gomez Morin con Sauces,25.6544422,-100.3574994,55.27270038,10,1,#c6cc14
299,Rio Moctezuma con Rio Volga,25.653326,-100.363987,55.09168885,10,1,#c6cc14
300,Gomez Morin con Monte Blanco,25.628945,-100.3646016,54.74238391,10,1,#c6cc14
301,Real San Agustin con Eugenio Garza Laguera,25.6383554,-100.337795,54.08695652,10,1,#c6cc14
302,Gomez Morin con Palmas,25.656211,-100.3569801,52.6823425,10,1,#c6cc14
303,Humberto Lobo con Manuel Santos,25.66560582,-100.3808542,50.82608696,10,1,#c6cc14
304,Calzada Del Valle con Rio Guayalejo,25.65767478,-100.3716631,49.91304348,11,1,#c6cc14
305,Rufino Tamayo con Frida Kahlo,25.647284,-100.323704,46.73913043,11,1,#c6cc14
306,Gomez Morin con Rio San Lorenzo,25.6597931,-100.3559056,42.34782609,11,1,#c6cc14
307,Alfonso Reyes con Monte Falco,25.6544794,-100.401997,40.7826087,11,1,#c6cc14
308,Lazaro Cardenas con Rio Tuxpan,25.661677,-100.351066,40.43478261,11,1,#c6cc14
309,Gomez Morin con Via Collatina,25.6610277,-100.3555583,40.17391304,11,1,#c6cc14
310,Alfonso Reyes con Hidalgo,25.656943,-100.408752,39.43478261,11,1,#c6cc14
311,Alfonso Reyes con Treviño,25.6545958,-100.401964,37.04347826,11,1,#c6cc14
312,Alfonso Reyes con Benito Juarez,25.656125,-100.406415,36.66341319,11,1,#c6cc14
313,Alfonso Reyes con Jardines Coloniales,25.6523748,-100.395764,35.26086957,11,1,#c6cc14
314,Jose Vasconcelos con Rio Eufrates,25.6514675,-100.3722209,34.91304348,11,1,#c6cc14
315,Gomez Morin con Via Savotino,25.6603884,-100.3557192,33.39130435,11,1,#c6cc14
316,Diaz Ordaz con 20 De Noviembre,25.67466,-100.420163,32.52173913,11,1,#c6cc14
317,Calzada Del Valle con Rio De La Plata,25.6551887,-100.3622256,31.34782609,11,1,#c6cc14
318,Gomez Morin con Rio Panuco,25.6593627,-100.3560353,31.2173913,11,1,#c6cc14
319,Alfonso Reyes con Barranca,25.638858,-100.355068,30.99230997,11,1,#c6cc14
320,Lazaro Cardenas con Corporativo,25.652171,-100.334431,30.65217391,11,1,#c6cc14
321,Alfonso Reyes con Manuel Gonzalez,25.6551818,-100.403727,30.17391304,11,1,#c6cc14
322,Lazaro Cardenas con Rio Blanco,25.6600958,-100.346877,28.60869565,11,1,#c6cc14
323,Alfonso Reyes con Degollado,25.651787,-100.394003,28.13043478,11,1,#c6cc14
324,Eugenio Garza Laguera con Lomas Del Campestre,25.63919958,-100.333855,28.08695652,11,1,#c6cc14
325,Rio Orinoco con Rio Grijalva,25.6601221,-100.3677997,27.95652174,11,1,#c6cc14
326,Alfonso Reyes con Diego De Montemayor,25.6533791,-100.398411,27.91304348,11,1,#c6cc14
327,Gomez Morin con Priv Cristal,25.6489826,-100.359053,27.60869565,11,1,#c6cc14
328,Lazaro Cardenas con Callejon Del Caballo,25.653263,-100.336374,26.2173913,11,1,#c6cc14
329,Lazaro Cardenas con Paseo Gabriela,25.642808,-100.319129,24.82608696,11,1,#c6cc14
330,Alfonso Reyes con Ticoman,25.6551818,-100.403727,24.30434783,11,1,#c6cc14
331,Jose Vasconcelos con Rio Presas,25.6515927,-100.3689419,23.26086957,11,1,#c6cc14
332,Gomez Morin con Rio Hudson,25.6556186,-100.3571379,22.56521739,11,1,#c6cc14
333,Jose Vasconcelos con Diego De Montemayor,25.6597843,-100.3954933,22.30434783,11,1,#c6cc14
334,Roberto Garza Sada con Bosques Del Valle,25.6363663,-100.373806,22.26086957,11,1,#c6cc14
335,Lazaro Cardenas con Rio Tonala,25.6608719,-100.34895,21.82608696,11,1,#c6cc14
336,Alfonso Reyes con Rio Suchiate,25.6461408,-100.381665,21.56521739,11,1,#c6cc14
337,Jose Vasconcelos con Hidalgo,25.6634384,-100.4061284,20.69565217,11,1,#c6cc14
338,Alfonso Reyes con Guerrero,25.6554854,-100.404584,20.26086957,11,1,#c6cc14
339,Roberto Garza Sada con Rio Akumal,25.635401,-100.356393,20.04347826,11,1,#c6cc14
340,Jose Vasconcelos con Montes Himalaya,25.6533671,-100.344484,19.95652174,11,1,#c6cc14
341,Corregidora con Independencia,25.6663686,-100.4038683,19.2173913,11,1,#c6cc14
342,Calzada San Pedro con Rio Sena,25.65263111,-100.3715656,19.17391304,11,1,#c6cc14
343,Rufino Tamayo con Maria Izquierdo,25.645674,-100.325659,19,11,1,#c6cc14
344,Alfonso Reyes con Sierra Azul,25.6448346,-100.377469,18.43478261,11,1,#c6cc14
345,Rio Grijalva con Rio Amazonas,25.6611056,-100.3674718,18.04347826,11,1,#c6cc14
346,Alfonso Reyes con Altamirano,25.6564394,-100.407986,17.9299024,11,1,#c6cc14
347,Corregidora con Niños Heroes,25.667173,-100.403526,17.86956522,11,1,#c6cc14
348,Alfonso Reyes con Manuel Doblado,25.6521096,-100.394896,17.7826087,11,1,#c6cc14
349,Real San Agustin con Alejandria,25.6318874,-100.336709,17.7826087,11,1,#c6cc14
350,Gomez Morin con Maria De Los Angeles,25.6430958,-100.3610808,17.52173913,11,1,#c6cc14
351,Humberto Lobo con Rio Volga,25.65848759,-100.3837608,17.2173913,11,1,#c6cc14
352,Jose Vasconcelos con Paso De La Sierra,25.6521829,-100.362986,17,11,1,#c6cc14
353,Jose Vasconcelos con Priv. Jose Vasconcelos,25.65165468,-100.3763797,16.65217391,11,1,#c6cc14
354,Alfonso Reyes con Juan I. Ramon,25.653081,-100.397541,16.47826087,11,1,#c6cc14
355,Gomez Morin con Rio Parana,25.6616015,-100.3550994,15.95652174,11,1,#c6cc14
356,Calzada San Pedro con Rio Guadalquivir,25.66200635,-100.3686492,15.82608696,11,1,#c6cc14
357,Alfonso Reyes con A. Lopez Mateos,25.6406781,-100.365739,15.82401656,11,1,#c6cc14
358,Humberto Lobo con Rio Rhin,25.65782828,-100.3843474,15.60869565,11,1,#c6cc14
359,Benito Juarez con Independencia,25.665743,-100.4020606,14.47826087,11,1,#c6cc14
360,Benito Juarez con Porfirio Diaz,25.6633055,-100.4031394,14.26086957,11,1,#c6cc14
361,Alfonso Reyes con Los Aldama,25.6563218,-100.406978,14.2173913,11,1,#c6cc14
362,Rio Mississippi con Rio Moctezuma,25.65777,-100.362372,14.13043478,11,1,#c6cc14
363,Alfonso Reyes con Morelos,25.655818,-100.405468,13.7826087,11,1,#c6cc14
364,Alfonso Reyes con Gral Naranjo,25.654232,-100.401131,13.08695652,11,1,#c6cc14
365,Ricardo Margain con Los Alamos,25.6562537,-100.3527054,13,11,1,#c6cc14
366,Jose Vasconcelos con Privada Labastida,25.6515784,-100.3699145,12.91304348,11,1,#c6cc14
367,Grafito con Cromo,25.6845904,-100.4172862,12.7826087,11,1,#c6cc14
368,Rio Rosas con Rio San Lorenzo,25.66058183,-100.3586018,12.47826087,11,1,#c6cc14
369,Ricardo Margain con Fresnos,25.6593178,-100.3526361,12.08695652,11,1,#c6cc14
370,Rio Grijalva con Rio De La Plata,25.6581213,-100.3685162,11.91304348,11,1,#c6cc14
371,Jose Vasconcelos con La Alianza,25.65265411,-100.359694,11.73913043,11,1,#c6cc14
372,Batallon De San Patricio con Lampazos,25.644465,-100.333213,11.39130435,11,1,#c6cc14
373,Manuel J. Clouthier con Fierro,25.6810109,-100.4173106,11.39130435,11,1,#c6cc14
374,Humberto Lobo con Rio Caura,25.6599602,-100.3831928,11.13043478,11,1,#c6cc14
375,Humberto Lobo con Rio Nilo,25.65727098,-100.384557,11.08695652,11,1,#c6cc14
376,Ricardo Margain con Palmas,25.6550026,-100.3527331,11.08695652,11,1,#c6cc14
377,Lomas Del Valle con 16 De Sep.,25.649973,-100.378711,10.95652174,11,1,#c6cc14
378,Jose Vasconcelos con Rio Rodano,25.6520822,-100.3775382,10.82608696,11,1,#c6cc14
379,Manuel J. Clouthier con Antonio I. Villarreal,25.6791773,-100.4082718,10.56521739,11,1,#c6cc14
380,Rio Moctezuma con Rio Vistula,25.652757,-100.364175,10.43478261,11,1,#c6cc14
381,Roberto Garza Sada con Mont Matre,25.6352537,-100.360068,10.17391304,11,1,#c6cc14
382,Alfonso Reyes con Convento,25.6462359,-100.382061,10.13043478,11,1,#c6cc14
383,Alfonso Reyes con Zaragoza,25.6549176,-100.402839,10.13043478,11,1,#c6cc14
384,Manuel J. Clouthier con Emiliano Zapata,25.6779942,-100.4024466,10.08695652,11,1,#c6cc14
385,Callejon De Los Ayala con Centaya,25.6621905,-100.3871215,10.04347826,11,1,#c6cc14
386,Alfonso Reyes con Cañada,25.6392135,-100.357383,9.826086957,11,1,#c6cc14
387,Eugenio Garza Laguera con Pedro Coronel,25.64249432,-100.3253451,9.695652174,11,1,#c6cc14
388,Alfonso Reyes con Bosques De Tahiti,25.64205,-100.372162,9.565217391,11,1,#c6cc14
389,Morones Prieto con Articulo 27,25.671163,-100.3967649,9.565217391,11,1,#c6cc14
390,Alfonso Reyes con El Caido,25.6409609,-100.368329,9.565217391,11,1,#c6cc14
391,Gomez Morin con Ant. Carr. A Chipinque,25.6318932,-100.3643932,9.52173913,11,1,#c6cc14
392,Jeronimo Siller con Sierra Mojada,25.6470305,-100.3674069,9.347826087,11,1,#c6cc14
393,Corregidora con Porfirio Diaz,25.663919,-100.404889,9.173913043,11,1,#c6cc14
394,Eugenio Garza Laguera con Las Privanzas,25.63709297,-100.3157217,9.130434783,11,1,#c6cc14
395,Enrique Garcia Leal con Antonio I. Villarreal,25.6782361,-100.40834,9,11,1,#c6cc14
396,Grafito con Aluminio,25.684483,-100.4160434,8.913043478,11,1,#c6cc14
397,Alfonso Reyes con Cuauhtemoc,25.6482692,-100.385968,8.826086957,11,1,#c6cc14
398,Gomez Morin con Rio Orinoco,25.6573688,-100.3565941,8.739130435,11,1,#c6cc14
399,Alfonso Reyes con Jose Calderon,25.659352,-100.423342,8.695652174,11,1,#c6cc14
400,Ricardo Margain con Los Nogales,25.6571116,-100.352689,8.695652174,11,1,#c6cc14
401,Real San Agustin con La Hacienda,25.640319,-100.338109,8.565217391,11,1,#c6cc14
402,Gomez Morin con Rio Colorado,25.6567521,-100.3568126,8.52173913,11,1,#c6cc14
403,Humberto Lobo con Rio Amazonas,25.6650657,-100.3810616,8.52173913,11,1,#c6cc14
404,Rio Tamazunchale con Rio Amazonas,25.6603073,-100.3646291,8.434782609,11,1,#c6cc14
405,Roberto Garza Sada con Baptisterio,25.6354787,-100.369568,8.434782609,11,1,#c6cc14
406,Las Torres con Division Del Norte,25.678991,-100.411884,8.260869565,11,1,#c6cc14
407,Via Savotino con Via Servio Tulio,25.6613344,-100.3590093,8.217391304,11,1,#c6cc14
408,Rio Mississippi con Rio Potosi,25.657925,-100.363217,8.173913043,11,1,#c6cc14
409,Jose Vasconcelos con Ebanos,25.65345249,-100.3533941,8.130434783,11,1,#c6cc14
410,Alfonso Reyes con Sierra Nevada,25.6414054,-100.370081,8.130434783,11,1,#c6cc14
411,Rio Rosas con Rio Colorado,25.657591,-100.359661,8.130434783,11,1,#c6cc14
412,Roberto Garza Sada con Bosques De Irlanda,25.6360348,-100.373182,8.086956522,11,1,#c6cc14
413,Las Torres con Plata,25.679752,-100.414459,8.043478261,11,1,#c6cc14
414,Fuentes Del Valle con Via Settembre,25.6652704,-100.367161,8.043478261,11,1,#c6cc14
415,Jimenez con 2 De Abril,25.66030197,-100.4104186,8,11,1,#c6cc14
416,Rio Tamesis con Rio Volga,25.6580019,-100.3820984,8,11,1,#c6cc14
417,Jose Vasconcelos con Priv. Los Angeles,25.6514838,-100.3758708,7.913043478,11,1,#c6cc14
418,Alfonso Reyes con Plutarco Elias Calles,25.64792609,-100.384943,7.826086957,11,1,#c6cc14
419,Roberto Garza Sada con San Angel,25.63542039,-100.3701188,7.652173913,11,1,#c6cc14
420,Jose Vasconcelos con La Sierra,25.651973,-100.3646941,7.565217391,11,1,#c6cc14
421,Rio Tamazunchale con Rio De La Plata,25.6573151,-100.3656949,7.47826087,11,1,#c6cc14
422,L. Garza Ayala con Plutarco Elias Calles,25.65295,-100.381584,7.347826087,11,1,#c6cc14
423,Alfonso Reyes con Los Rayones,25.658126,-100.412275,7.260869565,11,1,#c6cc14
424,Humberto Junco con Cristobal Colon,25.649518,-100.3268622,7.260869565,11,1,#c6cc14
425,Benito Juarez con Callejon De Los Arizpe,25.6676007,-100.4011992,7.217391304,11,1,#c6cc14
426,Las Torres con Zinc,25.67958,-100.413634,7.217391304,11,1,#c6cc14
427,Manuel J. Clouthier con Adan Hernandez,25.6784073,-100.4044573,7.217391304,11,1,#c6cc14
428,Jose Vasconcelos con Bosques De Siberia,25.651326,-100.3744742,7,11,1,#c6cc14
429,Rio Rosas con Rio De La Plata,25.655316,-100.360455,6.913043478,11,1,#c6cc14
430,Manuel J. Clouthier con Platino,25.6807386,-100.4160664,6.782608696,11,1,#c6cc14
431,Roberto Garza Sada con Camilo Flammarion,25.6357302,-100.372231,6.782608696,11,1,#c6cc14
432,Gomez Morin con Priv. Savotino,25.6604999,-100.3556852,6.652173913,11,1,#c6cc14
433,Rio Moctezuma con Rio Guadalquivir,25.659964,-100.361617,6.608695652,11,1,#c6cc14
434,Jeronimo Siller con Monserrat,25.6450847,-100.3680414,6.565217391,11,1,#c6cc14
435,Rio Moctezuma con Rio De La Plata,25.656059,-100.362997,6.565217391,11,1,#c6cc14
436,Rio Moctezuma con Rio Amazonas,25.659473,-100.361796,6.47826087,11,1,#c6cc14
437,Jose Vasconcelos con Rio Pilon,25.6513342,-100.3741104,6.391304348,11,1,#c6cc14
438,Benito Juarez con Priv. Juarez,25.65654606,-100.4062244,6.304347826,11,1,#c6cc14
439,Alfonso Reyes con Moralillo,25.647377,-100.384012,6.260869565,11,1,#c6cc14
440,Lazaro Cardenas con Alto Claro,25.660879,-100.348678,6.260869565,11,1,#c6cc14
441,Real San Agustin con Mar Adriatico,25.6343985,-100.335931,6.217391304,11,1,#c6cc14
442,Rio Rosas con Rio Panuco,25.660144,-100.35875,6.217391304,11,1,#c6cc14
443,Rio Suchiate con Rio Guadalquivir,25.6639324,-100.3752607,6.217391304,11,1,#c6cc14
444,Humberto Lobo con Rio Missouri,25.66602252,-100.3806049,6.173913043,11,1,#c6cc14
445,Fuentes Del Valle con Via Valeria,25.6655399,-100.367641,6.130434783,11,1,#c6cc14
446,Roberto Garza Sada con Mirador De La Sierra,25.6374368,-100.37738,6.043478261,11,1,#c6cc14
447,Alfonso Reyes con Bosque,25.641198,-100.353263,5.918663117,11,1,#c6cc14
448,Alfonso Reyes con Ladera,25.63951,-100.353277,5.869565217,11,1,#c6cc14
449,Jose Vasconcelos con Priv. Tamazunchale,25.6517891,-100.3667152,5.869565217,11,1,#c6cc14
450,L. Garza Ayala con Treviño,25.6602027,-100.3994312,5.869565217,11,1,#c6cc14
451,Plutarco Elias Calles con Diego Saldivar,25.6500822,-100.3834274,5.739130435,11,1,#c6cc14
452,Santa Barbara con Puebla,25.65356854,-100.3962858,5.739130435,11,1,#c6cc14
453,Jose Vasconcelos con Cerro De La Luz,25.6538858,-100.3413859,5.739130435,11,1,#c6cc14
454,Porfirio Diaz con Zaragoza,25.6620895,-100.3995533,5.695652174,11,1,#c6cc14
455,Jimenez con Reforma,25.6659783,-100.4082301,5.608695652,11,1,#c6cc14
456,Gomez Morin con Cristal,25.6489826,-100.359053,5.565217391,11,1,#c6cc14
457,Jose Vasconcelos con Montes Apalaches,25.6536556,-100.3421153,5.52173913,11,1,#c6cc14
458,Calzada Del Rosario con La Gloria,25.65022825,-100.3874345,5.52173913,11,1,#c6cc14
459,Jose Vasconcelos con Rio Vistula,25.6522939,-100.3627011,5.434782609,11,1,#c6cc14
460,Eugenio Garza Laguera con San Patricio,25.64345432,-100.3324125,5.304347826,11,1,#c6cc14
461,Plutarco Elias Calles con 16 De Sep.,25.6506942,-100.3828766,5.304347826,11,1,#c6cc14
462,Emiliano Zapata con Fco. I. Madero,25.680749,-100.404817,5.260869565,11,1,#c6cc14
463,Alfonso Reyes con Bosques De Pirineos,25.6429852,-100.374188,5.241940254,11,1,#c6cc14
464,Rio Missouri con Rio Rosas,25.659715,-100.35891,5.217391304,11,1,#c6cc14
465,Enrique Garcia Leal con Las Torres,25.678691,-100.410998,5.130434783,11,1,#c6cc14
466,Alfonso Reyes con Camilo Flammarion,25.6414717,-100.370388,5.130434783,11,1,#c6cc14
467,Emiliano Zapata con Felipe Angeles,25.681916,-100.409882,5.086956522,11,1,#c6cc14
468,Lomas Del Valle con Galeana,25.6508407,-100.3784101,5,11,1,#c6cc14
469,Manuel J. Clouthier con Landon,25.67749382,-100.3999301,5,11,1,#c6cc14
470,Real San Agustin con Monte Blanco,25.65096,-100.339454,5,11,1,#c6cc14
471,Rio Bravo con Rio Sena,25.654496,-100.380978,4.956521739,11,1,#c6cc14
472,Rio Rosas con Rio Manzanares,25.65589157,-100.3602643,4.956521739,11,1,#c6cc14
473,Calzada San Pedro con Via Latina,25.6640586,-100.3686513,4.913043478,11,1,#c6cc14
474,Alfonso Reyes con Volcan,25.6405115,-100.353279,4.826086957,11,1,#c6cc14
475,Jeronimo Siller con Maria De Los Angeles,25.6441019,-100.3683701,4.826086957,11,1,#c6cc14
476,Benito Juarez con 16 De Sep.,25.6601378,-100.4045824,4.608695652,11,1,#c6cc14
477,Jimenez con Paras,25.66247266,-100.4096449,4.52173913,11,1,#c6cc14
478,Alfonso Reyes con Cordillera,25.6388059,-100.354011,4.47826087,11,1,#c6cc14
479,Alfonso Reyes con Gral. Treviño,25.6545958,-100.401964,4.47826087,11,1,#c6cc14
480,Rio De La Plata con Rio Jordan,25.66233043,-100.3841537,4.47826087,11,1,#c6cc14
481,Santa Barbara con Emilio Carranza,25.65437803,-100.3959268,4.47826087,11,1,#c6cc14
482,Calzada San Pedro con Via Sacra,25.6631747,-100.3687269,4.434782609,11,1,#c6cc14
483,Jimenez con Los Pinos,25.65988077,-100.4105762,4.391304348,11,1,#c6cc14
484,Callejon De Capellania con Rio Jordan,25.6632309,-100.3838505,4.347826087,11,1,#c6cc14
485,Fuentes Del Valle con Via Corso Pte.,25.664812,-100.361994,4.347826087,11,1,#c6cc14
486,Rio Tamesis con Rio Sena,25.6555579,-100.3829672,4.347826087,11,1,#c6cc14
487,Roberto Garza Sada con Sierra Verde,25.6385174,-100.381259,4.347826087,11,1,#c6cc14
488,Benito Juarez con Privada Fco I Madero,25.66712736,-100.4014212,4.304347826,11,1,#c6cc14
489,Roberto Garza Sada con Barranca,25.6363569,-100.355059,4.304347826,11,1,#c6cc14
490,Jose Vasconcelos con Abasolo,25.6640312,-100.4078797,4.260869565,11,1,#c6cc14
491,Jose Vasconcelos con Monte Everest,25.6535162,-100.3432222,4.260869565,11,1,#c6cc14
492,Rio Orinoco con Rio Rosas,25.6581603,-100.3594571,4.260869565,11,1,#c6cc14
493,Real San Agustin con Mar Mediterraneo,25.632319,-100.336501,4.260869565,11,1,#c6cc14
494,Rio Tamazunchale con Rio Colorado,25.6592395,-100.365006,4.217391304,11,1,#c6cc14
495,Roberto Garza Sada con Sierra Bella,25.6372988,-100.376923,4.217391304,11,1,#c6cc14
496,Guillermo Prieto con Galeana,25.6572775,-100.3935464,4.173913043,11,1,#c6cc14
497,Jose Vasconcelos con Calzada Del Valle,25.6531319,-100.3555798,4.130434783,11,1,#c6cc14
498,L. Garza Ayala con Gral Naranjo,25.659892,-100.3985404,4.130434783,11,1,#c6cc14
499,Calzada Del Rosario con Ana Cristina,25.65386171,-100.3859987,4.086956522,11,1,#c6cc14
500,Las Torres con Carbono,25.679668,-100.414064,4.086956522,11,1,#c6cc14
501,Rio Tigris con Rio Ganges,25.6484611,-100.3711258,4,11,1,#c6cc14
502,Roberto Garza Sada con Ing. Arturo Gonzalez,25.6353598,-100.367715,4,11,1,#c6cc14
503,Benito Juarez con Emilio Carranza,25.6577471,-100.4056625,3.956521739,11,1,#c6cc14
504,Calzada San Pedro con Priv. San Pedro,25.6608223,-100.3688226,3.913043478,11,1,#c6cc14
505,Humberto Lobo con Rio Potomac,25.66254697,-100.382398,3.869565217,11,1,#c6cc14
506,Alfonso Reyes con Bosques De Viena,25.6432989,-100.374955,3.826086957,11,1,#c6cc14
507,Via Savotino con Via Settembre,25.6637384,-100.3672841,3.782608696,11,1,#c6cc14
508,Emiliano Zapata con A. B. De La Garza,25.681499,-100.405402,3.739130435,11,1,#c6cc14
509,Los Soles con Casolar,25.6528692,-100.3316691,3.739130435,11,1,#c6cc14
510,Alfonso Reyes con Meseta,25.6392232,-100.353671,3.739130435,11,1,#c6cc14
511,Jimenez con 16 De Sep.,25.66189624,-100.4098179,3.695652174,11,1,#c6cc14
512,L. Garza Ayala con Guillermo Prieto,25.6580685,-100.3932034,3.695652174,11,1,#c6cc14
513,Rio Moctezuma con Rio Hudson,25.657181,-100.362565,3.695652174,11,1,#c6cc14
514,Calzada San Pedro con Via Augusta,25.66761333,-100.3689818,3.652173913,11,1,#c6cc14
515,Gomez Morin con Aristoteles,25.6301004,-100.3642254,3.565217391,11,1,#c6cc14
516,Jeronimo Siller con Alvaro Obregon,25.6431204,-100.368682,3.565217391,11,1,#c6cc14
517,Santa Barbara con L. Garza Ayala,25.65837452,-100.3941186,3.565217391,11,1,#c6cc14
518,Cobalto con Cromo,25.683432,-100.417419,3.434782609,11,1,#c6cc14
519,Guillermo Prieto con Emilio Carranza,25.654077,-100.395035,3.391304348,11,1,#c6cc14
520,Rio Rosas con Rio Amazonas,25.658728,-100.359252,3.391304348,11,1,#c6cc14
521,Rio Rosas con Rio Danubio,25.653137,-100.361222,3.391304348,11,1,#c6cc14
522,Santa Barbara con 2 De Abril,25.65520162,-100.3955567,3.391304348,11,1,#c6cc14
523,Cobalto con Uranio,25.6831305,-100.4148293,3.347826087,11,1,#c6cc14
524,Rio Tamuin con Rio Necaxa,25.6573785,-100.3456795,3.347826087,11,1,#c6cc14
525,Rio Moctezuma con Rio San Lorenzo,25.661306,-100.361133,3.304347826,11,1,#c6cc14
526,Calzada Del Valle con Rio San Juan,25.6582555,-100.3727985,3.304347826,11,1,#c6cc14
527,Rio Tamazunchale con Rio Guadalquivir,25.6607885,-100.364459,3.304347826,11,1,#c6cc14
528,Rio Suchiate con Sierra Nevada,25.6379877,-100.384554,3.260869565,11,1,#c6cc14
529,Genaro Garza Garcia con 5 De Mayo,25.6572136,-100.3987346,3.260869565,11,1,#c6cc14
530,Lomas Del Valle con Moralillo,25.6438716,-100.3808683,3.260869565,11,1,#c6cc14
531,Porfirio Diaz con Los Aldama,25.6636028,-100.4039993,3.260869565,11,1,#c6cc14
532,Fuentes Del Valle con Via Corso Ote.,25.6647496,-100.360908,3.217391304,11,1,#c6cc14
533,Rio Suchiate con Rio Pilon,25.6451884,-100.3819865,3.217391304,11,1,#c6cc14
534,Fuentes Del Valle con Via Servio Tulio,25.6639808,-100.35806,3.173913043,11,1,#c6cc14
535,Rufino Tamayo con Jose Clemente Orozco,25.6447248,-100.3255476,3.173913043,11,1,#c6cc14
536,Via Savotino con Via Corso Ote.,25.6622961,-100.3622158,3.173913043,11,1,#c6cc14
537,Jose Vasconcelos con Privada Carranza,25.6513135,-100.3747211,3.130434783,11,1,#c6cc14
538,Real San Agustin con Monte Everest,25.6504096,-100.339622,3.130434783,11,1,#c6cc14
539,Rio Suchiate con 16 De Sep.,25.65041773,-100.379893,3.130434783,11,1,#c6cc14
540,Humberto Junco con Jose Maria Escriva,25.6505916,-100.3295926,3.086956522,11,1,#c6cc14
541,Jimenez con Emilio Carranza,25.65949664,-100.4107241,3.086956522,11,1,#c6cc14
542,L. Garza Ayala con Manuel Gonzalez,25.660807,-100.4011924,3.043478261,11,1,#c6cc14
543,Alfonso Reyes con Priv. Escobedo,25.6580161,-100.411931,3.043478261,11,1,#c6cc14
544,Emiliano Zapata con Lucio Blanco,25.682011,-100.40801,3.043478261,11,1,#c6cc14
545,Jose Vasconcelos con Padre Mier,25.6650703,-100.4105996,3.043478261,11,1,#c6cc14
546,Rio Mississippi con Rio La Silla,25.658164,-100.364657,3.043478261,11,1,#c6cc14
547,Cobalto con Aluminio,25.6832898,-100.4161825,3,11,1,#c6cc14
548,Porfirio Diaz con Allende,25.6645336,-100.4066652,3,11,1,#c6cc14
549,Rio Mississippi con Rio Suchiate,25.661446,-100.376143,3,11,1,#c6cc14
550,L. Garza Ayala con 20 De Noviembre,25.6524266,-100.3801643,3,11,1,#c6cc14
551,Via Savotino con Via Corso Pte.,25.6624156,-100.3627595,2.956521739,11,1,#c6cc14
552,Hidalgo con Puebla,25.657767,-100.408419,2.956521739,11,1,#c6cc14
553,Hidalgo con Reforma,25.665031,-100.405448,2.913043478,11,1,#c6cc14
554,Rio Suchiate con Rio Elba,25.6544451,-100.378635,2.913043478,11,1,#c6cc14
555,Fuentes Del Valle con Monte Aventino,25.6634555,-100.355326,2.869565217,11,1,#c6cc14
556,Rio Mississippi con Rio Guayalejo,25.659896,-100.370892,2.869565217,11,1,#c6cc14
557,Roberto Garza Sada con Bosque Negro,25.6369289,-100.375683,2.826086957,11,1,#c6cc14
558,Callejon De Capellania con San Patricio,25.6657931,-100.3913349,2.826086957,11,1,#c6cc14
559,Corregidora con Paseo Del Seminario,25.673197,-100.402694,2.826086957,11,1,#c6cc14
560,Manuel J. Clouthier con A. Ruiz Cortinez,25.6788948,-100.4068806,2.826086957,11,1,#c6cc14
561,Benito Juarez con 2 De Abril,25.6585405,-100.4052963,2.782608696,11,1,#c6cc14
562,Lazaro Cardenas con Paseo Belinda,25.641702,-100.317545,2.782608696,11,1,#c6cc14
563,Manuel J. Clouthier con Felix I,25.6775631,-100.4003989,2.782608696,11,1,#c6cc14
564,Plutarco Elias Calles con Cuauhtemoc,25.6495824,-100.3837256,2.782608696,11,1,#c6cc14
565,Rio Moctezuma con Rio Manzanares,25.656637,-100.362772,2.782608696,11,1,#c6cc14
566,Hidalgo con Libertad,25.665856,-100.405128,2.739130435,11,1,#c6cc14
567,Rio De La Plata con Rio Balsas,25.6598429,-100.3744053,2.739130435,11,1,#c6cc14
568,Humberto Junco con Casolar,25.6516869,-100.3322158,2.739130435,11,1,#c6cc14
